class_index,cod_id,formula,reduced_formula,elements,space_group,space_group_number
17619,9007372,Sr8 Si16 O40,O5Si2Sr,"O,Si,Sr",Cmce,64
17620,1522873,Al30 Mo6,Al5Mo,"Al,Mo",R-3c,167
17621,7123935,H232 Pb4 C164,C41H58Pb,"C,H,Pb",P-1,2
17622,7221378,Ba4 Na8,BaNa2,"Ba,Na",P6_3/mmc,194
17623,1535101,Gd16 Si12 S48,Gd4S12Si3,"Gd,S,Si",P2_1/c,14
17624,1539797,Mn4 Co8 Si4,Co2MnSi,"Co,Mn,Si",Fm-3m,225
17625,4341949,Cs28 Fe16 S32,Cs7Fe4S8,"Cs,Fe,S",C2/c,15
17626,1527185,Nb4 Co8 Sn4,Co2NbSn,"Co,Nb,Sn",Pm-3m,221
17627,1536123,Ba8 Cd16 Cl48,BaCd2Cl6,"Ba,Cd,Cl",Fd-3m,227
17628,1534824,Hg16 As8 Cl16,AsCl2Hg2,"As,Cl,Hg",C2/m,12
17629,1511378,Co49.276 B42.24 Ir35.62,B42.24Co49.276Ir35.62,"B,Co,Ir",Fm-3m,225
17630,2106533,Cs2 N2 O6,CsNO3,"Cs,N,O",Pmmn,59
17631,1510674,Eu8 B16 Ir16,B2EuIr2,"B,Eu,Ir",Fddd,70
17632,1533794,Rb48 Sn68,Rb12Sn17,"Rb,Sn",P2_12_12_1,19
17633,1523005,Th1 Fe5,Fe5Th,"Fe,Th",P6/mmm,191
17634,1562565,Rb8 Th28 Se60,Rb2Se15Th7,"Rb,Se,Th",P2_1/c,14
17635,1523396,Pu3 Ga1,GaPu3,"Ga,Pu",Pm-3m,221
17636,1537318,Co4 Se4 O16,CoO4Se,"Co,O,Se",Pnma,62
17637,4030772,Y4 C80 O8,C20O2Y,"C,O,Y",P2_1/c,14
17638,8102945,In4 I12 O44,I3InO11,"I,In,O",P2_12_12_1,19
17639,4030499,Pb4 C56 S8,C14PbS2,"C,Pb,S",P2_1/c,14
17640,4344335,Sn4 P4 O16,O4PSn,"O,P,Sn",P2_1/c,14
17641,4343726,Hg6 As4 F24,As2F12Hg3,"As,F,Hg",P2_1/c,14
17642,1521201,Ba16 Te16 F96,BaF6Te,"Ba,F,Te",Fdd2,43
17643,1535491,Cs8 H40 O24,CsH5O3,"Cs,H,O",Pca2_1,29
17644,1522929,Ho8 Ni5.728 Ru10.272,Ho8Ni5.728Ru10.272,"Ho,Ni,Ru",Fd-3m,227
17645,1524565,Cu3.64 Ge0.36,Cu3.64Ge0.36,"Cu,Ge",Fm-3m,225
17646,2106474,Sr16 Al16 F80,AlF5Sr,"Al,F,Sr",I4,79
17647,1544379,V4 Fe4 O16,FeO4V,"Fe,O,V",Cmcm,63
17648,9011140,Cu4 Te8 O20,CuO5Te2,"Cu,O,Te",P2_1/c,14
17649,1531105,Ti3 Cr3 P3,CrPTi,"Cr,P,Ti",P-62m,189
17650,8103677,Co2 W2 O8,CoO4W,"Co,O,W",P2/c,13
17651,1511491,Nd4 B16,B4Nd,"B,Nd",P4/mbm,127
17652,4070330,Fe4 H238 C178,C89Fe2H119,"C,Fe,H",P-1,2
17653,2002205,Sr4 Cr8 O16,Cr2O4Sr,"Cr,O,Sr",Pmmn,59
17654,1521790,Gd1 Ti1 Si1,GdSiTi,"Gd,Si,Ti",P6/mmm,191
17655,2107395,In8 Bi4 S18,Bi2In4S9,"Bi,In,S",P2_1/m,11
17656,1537238,Cu2.912 Sn5.088 P56,Cu2.912P56Sn5.088,"Cu,P,Sn",Pnma,62
17657,1539253,Mo9 O4,Mo9O4,"Mo,O",Fm-3m,225
17658,1526786,Mg8 Nb4 O18,Mg4Nb2O9,"Mg,Nb,O",P-3c1,165
17659,9009072,La2 O2 F2,FLaO,"F,La,O",P4/nmm,129
17660,4124101,Ce4 Te12,CeTe3,"Ce,Te",Ama2,40
17661,4344183,Sc24 Zn132.112 Cu11.88,Cu11.88Sc24Zn132.112,"Cu,Sc,Zn",Im-3,204
17662,1522360,U4 Te2 N4,N2TeU2,"N,Te,U",I4/mmm,139
17663,1561859,Ta14 Bi2 O38,BiO19Ta7,"Bi,O,Ta",P-6c2,188
17664,4030890,K6 Tb6 F30,F5KTb,"F,K,Tb",P-1,2
17665,9010964,Al8 H24 O24,AlH3O3,"Al,H,O",P2_1/c,14
17666,7228252,Sr6 V4 O14,O7Sr3V2,"O,Sr,V",I4/mmm,139
17667,9009197,Pb4 F8,F2Pb,"F,Pb",Pnma,62
17668,2005978,Cs2 Gd2 Te8,CsGdTe4,"Cs,Gd,Te",P4/nbm,125
17669,2106080,K12 Ta16 F60,F15K3Ta4,"F,K,Ta",Pmn2_1,31
17670,2104173,Ca3 Al3.5 O6.5,Al3.5Ca3O6.5,"Al,Ca,O",Pmm2,25
17671,4103012,Cs36 Tl16 O12,Cs9O3Tl4,"Cs,O,Tl",I23,197
17672,2102806,Cs4 Eu4 Br12,Br3CsEu,"Br,Cs,Eu",Pnma,62
17673,1510702,Gd1 B2,B2Gd,"B,Gd",P6/mmm,191
17674,1537749,Na1 N3,N3Na,"N,Na",R3m,160
17675,1008826,Fe6 P3,Fe2P,"Fe,P",P-62m,189
17676,2101943,Mo8 Cl40,Cl5Mo,"Cl,Mo",Pnma,62
17677,1509970,Ba16 Al26.84 Ag7.16,Ag7.16Al26.84Ba16,"Ag,Al,Ba",P2_1/c,14
17678,9011145,Fe9 Cu9 S16,Cu9Fe9S16,"Cu,Fe,S",P-42m,111
17679,1529638,Li7.2 Fe4.69 S8,Fe4.69Li7.2S8,"Fe,Li,S",P3,143
17680,1510865,Mn13.266 B308.7,B308.7Mn13.266,"B,Mn",R-3m,166
17681,1534817,Cs12 Sb20 S36,Cs3S9Sb5,"Cs,S,Sb",C2/m,12
17682,9009515,Cr4 Pb4 O16,CrO4Pb,"Cr,O,Pb",Pnma,62
17683,9008780,Zr4 P4,PZr,"P,Zr",Fm-3m,225
17684,1522881,Gd1 Tl0.9 In0.1,GdIn0.1Tl0.9,"Gd,In,Tl",Pm-3m,221
17685,4316545,Bi8 Xe4 F48,Bi2F12Xe,"Bi,F,Xe",P2_12_12_1,19
17686,2310910,Pr16 Ge12,Ge3Pr4,"Ge,Pr",I-43d,220
17687,1522658,Th4 Ni7.04,Ni7.04Th4,"Ni,Th",C2/c,15
17688,1537820,Tm2 Si4 Ni4,Ni2Si2Tm,"Ni,Si,Tm",I4/mmm,139
17689,1563402,Nd4 Ta4 O18,Nd2O9Ta2,"Nd,O,Ta",P2_1/c,14
17690,1541156,Nd8 Ru11.632 Pd4.368,Nd8Pd4.368Ru11.632,"Nd,Pd,Ru",Fd-3m,227
17691,4328538,Er4 H88.0 C72.0,C18ErH22,"C,Er,H",Pnma,62
17692,1535888,Yb8 Se12 O48,O12Se3Yb2,"O,Se,Yb",P2_1/c,14
17693,2106455,Be16 Te4 O28,Be4O7Te,"Be,O,Te",F-43m,216
17694,4122597,Na1 Y3 F9.996,F9.996NaY3,"F,Na,Y",Pm-3m,221
17695,1563184,Yb24 Sn16 Pd16,Pd2Sn2Yb3,"Pd,Sn,Yb",Pbcm,57
17696,7223699,Na4 Cl4 O16.032,Cl4Na4O16.032,"Cl,Na,O",Fm-3m,225
17697,1532947,Rb8 Tb4 F24,F6Rb2Tb,"F,Rb,Tb",C2/c,15
17698,2002358,Ba16 Fe32 O64,BaFe2O4,"Ba,Fe,O",Pnma,62
17699,8102909,Gd8 Si2 Br12,Br6Gd4Si,"Br,Gd,Si",Pbam,55
17700,4077433,Zr4 H190 C182,C91H95Zr2,"C,H,Zr",P2_1/c,14
17701,4332922,K102 In288.564 Au26.436,Au26.436In288.564K102,"Au,In,K",R-3m,166
17702,1529156,Co3.592 O7.184,Co3.592O7.184,"Co,O",P2/m,10
17703,4336326,Cs16 In16 Te32,CsInTe2,"Cs,In,Te",C2/c,15
17704,1562614,Eu0.5368 Ta12 O32,Eu0.5368O32Ta12,"Eu,O,Ta",Ibam,72
17705,9007849,Cu4 H8 O8,CuH2O2,"Cu,H,O",Cmc2_1,36
17706,1541465,Ti64 Fe32 O16,Fe2OTi4,"Fe,O,Ti",Fd-3m,227
17707,2020535,Li12 Ge6 B3,BGe2Li4,"B,Ge,Li",R3m,160
17708,4002631,Pr20 In40 Pd20,In2PdPr,"In,Pd,Pr",I4mm,107
17709,2310690,Li2 V6 O16,LiO8V3,"Li,O,V",P2_1/m,11
17710,8103011,Mg8 B26.432 Ir2.712,B26.432Ir2.712Mg8,"B,Ir,Mg",Pbam,55
17711,9008074,Mg1 Al25.9998 O40,Al25.9998MgO40,"Al,Mg,O",P2/m,10
17712,1531788,Yb0.61 Fe6 Sn6,Fe6Sn6Yb0.61,"Fe,Sn,Yb",P6/mmm,191
17713,1538775,Zn2 Pd2,PdZn,"Pd,Zn",P4/mmm,123
17714,2311789,Sn12 S28,S7Sn3,"S,Sn",P6_3/mmc,194
17715,7227770,Ce4 S2 O20,Ce2O10S,"Ce,O,S",C2/m,12
17716,1529049,Yb4 P4 O16,O4PYb,"O,P,Yb",I4_1/amd,141
17717,1508387,Lu120 Ru66,Lu20Ru11,"Lu,Ru",R-3,148
17718,1511007,Tb2 Co4 B4,B2Co2Tb,"B,Co,Tb",I4/mmm,139
17719,9015308,Mg2 Sb4 O12,MgO6Sb2,"Mg,O,Sb",P4_2/mnm,136
17720,1529791,U1.84 Pd6 S8,Pd6S8U1.84,"Pd,S,U",Pm-3n,223
17721,1525442,Mn2.8 Fe1.2,Fe1.2Mn2.8,"Fe,Mn",Fm-3m,225
17722,1510641,Cr1 B2,B2Cr,"B,Cr",P6/mmm,191
17723,1523684,V1.64 Ir0.36,Ir0.36V1.64,"Ir,V",Im-3m,229
17724,9003317,U48 Pb24 O200,O25Pb3U6,"O,Pb,U",C2/c,15
17725,2107163,Tl16 S12,S3Tl4,"S,Tl",P2_1/c,14
17726,1537715,Li2 Y2 S4,LiS2Y,"Li,S,Y",Fm-3m,225
17727,1535394,In4 P2 O10,In2O5P,"In,O,P",P-1,2
17728,4339292,Co8 H32 N64,CoH4N8,"Co,H,N",C222_1,20
17729,1523420,Fe0.56 Pt3.44,Fe0.56Pt3.44,"Fe,Pt",Fm-3m,225
17730,4002887,La20 Mo12 O64,La5Mo3O16,"La,Mo,O",Pn-3n,222
17731,7222606,Cs24 Si12 O36,Cs2O3Si,"Cs,O,Si",P2_1/c,14
17732,1522745,Zr8 Mo16,Mo2Zr,"Mo,Zr",Fd-3m,227
17733,1526812,Mn4 N8 Cl24,Cl6MnN2,"Cl,Mn,N",Fm-3m,225
17734,4102588,Sm12 Sb4 O12,O3SbSm3,"O,Sb,Sm",C2/m,12
17735,1010433,Fe1 Co1 S2,CoFeS2,"Co,Fe,S",P6_3/mmc,194
17736,1538217,La2 Si4 Pt4,LaPt2Si2,"La,Pt,Si",I4/mmm,139
17737,1539890,K12 Mn2 Te8,K6MnTe4,"K,Mn,Te",P6_3mc,186
17738,1536901,La8 Mg8 Rh8,LaMgRh,"La,Mg,Rh",Pnma,62
17739,4328429,Eu8 Zn8 As12,As3Eu2Zn2,"As,Eu,Zn",C2/m,12
17740,7109248,Ag8 Hg4 O8,Ag2HgO2,"Ag,Hg,O",P4_32_12,96
17741,1536030,Nd4 Ni14 P8,Nd2Ni7P4,"Nd,Ni,P",Pmn2_1,31
17742,1511002,Co4 B4 O10,B2Co2O5,"B,Co,O",P-1,2
17743,2105402,Bi16 B8 O36,B2Bi4O9,"B,Bi,O",P2_1/c,14
17744,7024710,Ba3.5 Ga4.04 Sb4,Ba3.5Ga4.04Sb4,"Ba,Ga,Sb",P6_3/mmc,194
17745,2107015,La4 Si4 Ir4,IrLaSi,"Ir,La,Si",P2_13,198
17746,8101311,Bi8 Se12 O36,Bi2O9Se3,"Bi,O,Se",P2_1/c,14
17747,2104964,Na4 Ti12 O36,NaO9Ti3,"Na,O,Ti",C2/m,12
17748,4000291,Fe4 P4 O14,Fe2O7P2,"Fe,O,P",P2_1/c,14
17749,2310514,U4 O8.464,O8.464U4,"O,U",Fm-3m,225
17750,1539924,Nb2 Cu1.3332 Se4,Cu1.3332Nb2Se4,"Cu,Nb,Se",P6_3/mmc,194
17751,1524902,Gd1 Co0.4 Ni1.6,Co0.4GdNi1.6,"Co,Gd,Ni",P6/mmm,191
17752,1532397,Nd20 Si8 Ge8,Ge2Nd5Si2,"Ge,Nd,Si",P2_1/c,14
17753,1509984,Ag16 W8 O32,Ag2O4W,"Ag,O,W",Pnn2,34
17754,1539130,Ba4 C4 O12,BaCO3,"Ba,C,O",Fm-3m,225
17755,1535719,K2 C2 N2,CKN,"C,K,N",Cm,8
17756,8104041,La16 Al13,Al13La16,"Al,La",P-62m,189
17757,1524329,Zr8 V8 Cr8,CrVZr,"Cr,V,Zr",Fd-3m,227
17758,1562827,Yb12 Al83.536 Cr10.464,Al83.536Cr10.464Yb12,"Al,Cr,Yb",P6_3/mcm,193
17759,1523107,Y12 Al8 Ni24,Al2Ni6Y3,"Al,Ni,Y",Im-3m,229
17760,1511705,Co4 Re10 B8,B4Co2Re5,"B,Co,Re",P4/mbm,127
17761,4071635,Ni12 H104 C136,C34H26Ni3,"C,H,Ni",Pna2_1,33
17762,9016055,Li2 O2,LiO,"Li,O",P4/nmm,129
17763,2020137,Ga8 Se12,Ga2Se3,"Ga,Se",Cc,9
17764,1532420,Y2 C4,C2Y,"C,Y",I4/mmm,139
17765,1538109,Ta4.8 Rh7.2,Rh7.2Ta4.8,"Rh,Ta",Pmma,51
17766,1524594,Eu2 In4,EuIn2,"Eu,In",P6_3/mmc,194
17767,4349605,Cu64 Sn48 Se152,Cu8Se19Sn6,"Cu,Se,Sn",Im-3,204
17768,1524715,Ba12 Te12 O36,BaO3Te,"Ba,O,Te",Pnma,62
17769,1539370,Tb7.6 Y0.4 Mn16,Mn16Tb7.6Y0.4,"Mn,Tb,Y",Fd-3m,227
17770,1524101,Cu3.8 Sb0.2,Cu3.8Sb0.2,"Cu,Sb",Fm-3m,225
17771,1524578,Eu1 Hg1,EuHg,"Eu,Hg",Pm-3m,221
17772,1527751,Th2 Zn8,ThZn4,"Th,Zn",I4/mmm,139
17773,1537760,Y2 Si4 Ni4,Ni2Si2Y,"Ni,Si,Y",I4/mmm,139
17774,4001322,Ag9.988 Te4.026 Br3,Ag9.988Br3Te4.026,"Ag,Br,Te",P6/mmm,191
17775,9012847,Nb4 B4 O16,BNbO4,"B,Nb,O",I4_1/amd,141
17776,1004107,U4 V4 O22,O11U2V2,"O,U,V",P2_1/c,14
17777,1523152,Ni1.332 Sn1.336 Pt1.332,Ni1.332Pt1.332Sn1.336,"Ni,Pt,Sn",P6_3/mmc,194
17778,1524605,Ba6 Te4 O18,Ba3O9Te2,"Ba,O,Te",P6_3/mmc,194
17779,9002909,Mg8 Si8 O24,MgO3Si,"Mg,O,Si",P2/c,13
17780,1529747,Li12 Re6 O18,Li2O3Re,"Li,O,Re",R3c,161
17781,7221158,Sr2 Cu3.5 P4,Cu3.5P4Sr2,"Cu,P,Sr",I4/mmm,139
17782,1536247,Gd24 C8 Cl24,CCl3Gd3,"C,Cl,Gd",I4_132,214
17783,2101759,P8 Ru4 C172,C43P2Ru,"C,P,Ru",C2/c,15
17784,1538803,Cs4 Co6 N48,Co3Cs2N24,"Co,Cs,N",P2_1/c,14
17785,1510461,Au4 S2,Au2S,"Au,S",Pn-3m,224
17786,1006087,Yb8 Cu8 O20,Cu2O5Yb2,"Cu,O,Yb",Pna2_1,33
17787,1521877,Sm8 Si20 Ru12,Ru3Si5Sm2,"Ru,Si,Sm",P4/mnc,128
17788,1530109,Ba4 Pt8 S12,BaPt2S3,"Ba,Pt,S",P4_12_12,92
17789,1511008,Y2 Co4 B4,B2Co2Y,"B,Co,Y",I4/mmm,139
17790,2310420,Na4 Si2 O16,Na2O8Si,"Na,O,Si",P-1,2
17791,4343858,Sm24 Os8 O56,O7OsSm3,"O,Os,Sm",Pna2_1,33
17792,7109280,Tl4 Au8 S6,Au4S3Tl2,"Au,S,Tl",Pmmn,59
17793,9008950,Na8 Sb8,NaSb,"Na,Sb",P2_1/c,14
17794,1523260,La1 Al2 Pt3,Al2LaPt3,"Al,La,Pt",P6/mmm,191
17795,1511333,B4 W8,BW2,"B,W",I4/mcm,140
17796,1539484,Yb12 Se16,Se4Yb3,"Se,Yb",Pnma,62
17797,9007677,Ni8.499 As3 O16,As3Ni8.499O16,"As,Ni,O",R-3m,166
17798,1561064,Ba8 As28 I4,As7Ba2I,"As,Ba,I",P2_13,198
17799,1511513,Y8 B32 Ru32,B4Ru4Y,"B,Ru,Y",I4_1/acd,142
17800,1528150,Yb3.2 Y0.8,Y0.8Yb3.2,"Y,Yb",Fm-3m,225
17801,1543916,Ca4 Ge6 Pd2,Ca2Ge3Pd,"Ca,Ge,Pd",P6/mmm,191
17802,7115196,Zn4 C16 N24,C4N6Zn,"C,N,Zn",Cmcm,63
17803,1532440,La10 Bi6 Br2,Bi3BrLa5,"Bi,Br,La",P6_3/mcm,193
17804,1524381,Ce20 Sn12,Ce5Sn3,"Ce,Sn",I4/mcm,140
17805,1509806,Gd2 Si4 Ag4,Ag2GdSi2,"Ag,Gd,Si",I4/mmm,139
17806,4125853,Rb1 Br3 N6,Br3N6Rb,"Br,N,Rb",Pm-3m,221
17807,9011270,Na2.442 Al22 O34.222,Al22Na2.442O34.222,"Al,Na,O",P6_3/mmc,194
17808,1530952,Ga4 Cu2 Cl16,Cl8CuGa2,"Cl,Cu,Ga",P2_1/c,14
17809,1523379,Nd4 Pt4,NdPt,"Nd,Pt",Cmcm,63
17810,4507439,Nb16 Cu4 O42,Cu2Nb8O21,"Cu,Nb,O",C2/m,12
17811,4342498,Cr2 Se4,CrSe2,"Cr,Se",C2/m,12
17812,1530540,Sm16 P16 S64,PS4Sm,"P,S,Sm",I4_1/acd,142
17813,1511668,Ho12 Cr4 B28,B7CrHo3,"B,Cr,Ho",Cmcm,63
17814,1539635,Tb4 Ni4 Ge8,Ge2NiTb,"Ge,Ni,Tb",Cmcm,63
17815,7227766,Eu4 S2 O20,Eu2O10S,"Eu,O,S",C2/m,12
17816,1527413,Ho4 Ni4,HoNi,"Ho,Ni",Pnma,62
17817,1539121,Zr3 Cu4 Si2,Cu4Si2Zr3,"Cu,Si,Zr",P-62m,189
17818,1509959,Zr18 Ag21 F93,Ag7F31Zr6,"Ag,F,Zr",R-3,148
17819,4343940,Na1 Be1 H3,BeH3Na,"Be,H,Na",Pm-3m,221
17820,4030264,Y68 O55.944 F92.056,F92.056O55.944Y68,"F,O,Y",Aem2,39
17821,2310281,Ce8 Ni28,Ce2Ni7,"Ce,Ni",P6_3/mmc,194
17822,1538665,Ta32 O64,O2Ta,"O,Ta",I4/m,87
17823,1511300,Tm1 B1 Pd3,BPd3Tm,"B,Pd,Tm",Pm-3m,221
17824,1006161,Tb2 Co4 Ge4,Co2Ge2Tb,"Co,Ge,Tb",I4/mmm,139
17825,1527806,Ba4 Cd4 Sn4,BaCdSn,"Ba,Cd,Sn",Imma,74
17826,1523263,Zr4 Ti4 Mo16,Mo4TiZr,"Mo,Ti,Zr",Fd-3m,227
17827,1011125,Fe8 Cu4 S14,Cu2Fe4S7,"Cu,Fe,S",Pmma,51
17828,1525251,Ho1 Ga1.8 Cu0.2,Cu0.2Ga1.8Ho,"Cu,Ga,Ho",P6/mmm,191
17829,4003878,Sn8 B24 Se31.59,B24Se31.59Sn8,"B,Se,Sn",P6_322,182
17830,1523739,Lu1 Ga1.6 Ni3.4,Ga1.6LuNi3.4,"Ga,Lu,Ni",P6/mmm,191
17831,2018868,P8 Au8 Cl64,AuCl8P,"Au,Cl,P",Imma,74
17832,2108545,Ta32 N88 F244.0816,F244.082N88Ta32,"F,N,Ta",P2_1/c,14
17833,2105364,Gd14 Ag50.82,Ag50.82Gd14,"Ag,Gd",P6/m,175
17834,1523181,Tc0.7 Mo0.3,Mo0.3Tc0.7,"Mo,Tc",P6/mmm,191
17835,1200013,K3 N3 O9,KNO3,"K,N,O",R-3m,166
17836,1524140,Hf8 Co16,Co2Hf,"Co,Hf",Fd-3m,227
17837,4343645,Ni0.5 Pt6 O8,Ni0.5O8Pt6,"Ni,O,Pt",Pm-3n,223
17838,1535121,Na4 S4 O14,Na2O7S2,"Na,O,S",P-1,2
17839,1521990,K8 U4 Te12,K2Te3U,"K,Te,U",C2/m,12
17840,7701747,Ce12 C32 O85.04,C32Ce12O85.04,"C,Ce,O",Pnnm,58
17841,7043539,Dy4 Al0.824 Ge12,Al0.824Dy4Ge12,"Al,Dy,Ge",Cmmm,65
17842,2107022,Cs8 W4,Cs2W,"Cs,W",Pnma,62
17843,4343731,Sm44 Br96,Br24Sm11,"Br,Sm",P2_1/c,14
17844,1000085,Rb16 Cr40 F136,Cr5F17Rb2,"Cr,F,Rb",Cmcm,63
17845,7209348,Na8 Ag4 Sb4,AgNa2Sb,"Ag,Na,Sb",Cmcm,63
17846,1537049,Yb8 Ge8 Ir4,Ge2IrYb2,"Ge,Ir,Yb",C2/m,12
17847,1541390,Ca32 H16 N16,Ca2HN,"Ca,H,N",Fd-3m,227
17848,1527877,V4.8 Ga4 Fe7.2,Fe7.2Ga4V4.8,"Fe,Ga,V",Fm-3m,225
17849,1541440,Cs8 Po4 Br24,Br6Cs2Po,"Br,Cs,Po",Fm-3m,225
17850,1524164,Cr0.4 Co1.6,Co1.6Cr0.4,"Co,Cr",P6_3/mmc,194
17851,9004701,U12 Mo24 O132,Mo2O11U,"Mo,O,U",C2/c,15
17852,1511127,Sn12 B4 F36,BF9Sn3,"B,F,Sn",P2_1/c,14
17853,1542023,Ba4 B8 O36,B2BaO9,"B,Ba,O",P2_1/c,14
17854,1510207,K8 Au8 Se40,AuKSe5,"Au,K,Se",Ibam,72
17855,1557819,V14.92 Sb18,Sb18V14.92,"Sb,V",P4/nmm,129
17856,1527608,U1 Co0.5 Si1.5,Co0.5Si1.5U,"Co,Si,U",P6/mmm,191
17857,1525412,Fe1.8 Si0.1 Ge0.1,Fe1.8Ge0.1Si0.1,"Fe,Ge,Si",Im-3m,229
17858,2105418,Cu30 B20 O60,B2Cu3O6,"B,Cu,O",P-1,2
17859,1521920,Sc4 B2 C4,BC2Sc2,"B,C,Sc",I4/mmm,139
17860,1530882,Ga12.12 S18,Ga12.12S18,"Ga,S",P6_1,169
17861,1522795,Pr4 Sn4 Pd4,PdPrSn,"Pd,Pr,Sn",Pnma,62
17862,1518052,Na16 Al16 Sb24,Al2Na2Sb3,"Al,Na,Sb",P2_1/c,14
17863,1508993,Tb1 Ag0.5 Pd0.5,Ag0.5Pd0.5Tb,"Ag,Pd,Tb",Pm-3m,221
17864,1526802,Li4 Ga4 O8,GaLiO2,"Ga,Li,O",Pna2_1,33
17865,9009752,Ce4 Ta4 O16,CeO4Ta,"Ce,O,Ta",P2_1/c,14
17866,1541481,Yb1.2 Ce2.8 O7.4,Ce2.8O7.4Yb1.2,"Ce,O,Yb",Fm-3m,225
17867,1510224,Li12 Au4 O12,AuLi3O3,"Au,Li,O",P4_2/mnm,136
17868,8104254,Cu18 As6,AsCu3,"As,Cu",P-3c1,165
17869,7121821,Ce4 Ni8 Cl24,CeCl6Ni2,"Ce,Cl,Ni",Fm-3m,225
17870,1527922,Ce2 Co2 Ge6,CeCoGe3,"Ce,Co,Ge",I4mm,107
17871,9008807,Be1 Cu1,BeCu,"Be,Cu",Pm-3m,221
17872,1538943,Sm2 Si4 Pd4,Pd2Si2Sm,"Pd,Si,Sm",I4/mmm,139
17873,1522910,La0.04 Rh3.96,La0.04Rh3.96,"La,Rh",Fm-3m,225
17874,4001742,Gd2 B2 O6,BGdO3,"B,Gd,O",P6_3/mmc,194
17875,1522926,V0.68 Re0.66 Mo0.66,Mo0.66Re0.66V0.68,"Mo,Re,V",Im-3m,229
17876,1527536,Li40 Tl8 O32,Li5O4Tl,"Li,O,Tl",P4_2/nmc,137
17877,1510893,Ce4 Co14 B6,B3Ce2Co7,"B,Ce,Co",P6/mmm,191
17878,4343604,Pu8 Pt16,Pt2Pu,"Pt,Pu",Fd-3m,227
17879,2310696,Zn8 P16,P2Zn,"P,Zn",P4_12_12,92
17880,1530740,U4 Mo8 O48,Mo2O12U,"Mo,O,U",Pca2_1,29
17881,1532898,La4 Yb4 Se12,LaSe3Yb,"La,Se,Yb",Cmcm,63
17882,1525827,V24 Zn8 O64,O8V3Zn,"O,V,Zn",Iba2,45
17883,1524218,Y1 Fe0.6 Co4.4,Co4.4Fe0.6Y,"Co,Fe,Y",P6/mmm,191
17884,8103680,Nb8 Co4 O24,CoNb2O6,"Co,Nb,O",Pbcn,60
17885,1540758,Pr0.16 Pd1.84,Pd1.84Pr0.16,"Pd,Pr",Im-3m,229
17886,2105406,Ca8 B16 F64,B2CaF8,"B,Ca,F",Pbca,61
17887,9008917,Sc2 Te2,ScTe,"Sc,Te",P6_3/mmc,194
17888,1525262,Ce4 Sm4 Fe16,CeFe4Sm,"Ce,Fe,Sm",Fd-3m,227
17889,1510976,Ce12 B12 Ir30,B2Ce2Ir5,"B,Ce,Ir",R-3m,166
17890,7109038,Al8 H248 C160,AlC20H31,"Al,C,H",Pbca,61
17891,2002230,Ca4 Ga16 O28,CaGa4O7,"Ca,Ga,O",C2/c,15
17892,4343635,Gd8 S16,GdS2,"Gd,S",Fd-3m,227
17893,8100229,Sc2 As2 O10,AsO5Sc,"As,O,Sc",P-1,2
17894,1535791,Bi4 S4 Cl4,BiClS,"Bi,Cl,S",Pnma,62
17895,9012598,Cu8 Ag24 S16,Ag3CuS2,"Ag,Cu,S",I4_1/amd,141
17896,4123066,Th4 H272 C192,C48H68Th,"C,H,Th",C2/c,15
17897,8103886,Ba4 H8,BaH2,"Ba,H",Pnma,62
17898,1536258,Bi92 P16 O178,Bi46O89P8,"Bi,O,P",C2/m,12
17899,1523680,Mo2 Ir6,Ir3Mo,"Ir,Mo",P6_3/mmc,194
17900,4030180,Zr4 S4 O24,O6SZr,"O,S,Zr",Pnma,62
17901,4105881,Er4 H92.0 C72.0,C18ErH23,"C,Er,H",Pnma,62
17902,1537784,Li8 In4 Ir4,InIrLi2,"In,Ir,Li",Fm-3m,225
17903,9015069,Pr2.025 Bi6.975 O13.5,Bi6.975O13.5Pr2.025,"Bi,O,Pr",R-3m,166
17904,7222712,Ba12 Si8 As16,As4Ba3Si2,"As,Ba,Si",C2/c,15
17905,1531107,Ho16 Ru16 O56,Ho2O7Ru2,"Ho,O,Ru",Fd-3m,227
17906,1528120,Co2 Sb1 Te1,Co2SbTe,"Co,Sb,Te",P6_3/mmc,194
17907,1539876,Ca1 Ga1 Si1,CaGaSi,"Ca,Ga,Si",P6/mmm,191
17908,8101138,La24 Ga8 I24,GaI3La3,"Ga,I,La",I4_132,214
17909,1006157,Tb0.624 Co3 Ge2.884,Co3Ge2.884Tb0.624,"Co,Ge,Tb",P6/mmm,191
17910,2310288,Co21 Mo18,Co7Mo6,"Co,Mo",R-3m,166
17911,3000203,Li12 P6 S18,Li2PS3,"Li,P,S",P321,150
17912,1536828,In4 N4,InN,"In,N",Fm-3m,225
17913,1535671,K8 N4 O10,K4N2O5,"K,N,O",I4/mmm,139
17914,1010380,K4 H4 F8,F2HK,"F,H,K",I4/mcm,140
17915,1531305,Sm6 Fe46.5 Si4.5,Fe46.5Si4.5Sm6,"Fe,Si,Sm",R-3m,166
17916,1523511,V1 Ir3,Ir3V,"Ir,V",Pm-3m,221
17917,1535702,Ti2 Br6,Br3Ti,"Br,Ti",P-1,2
17918,1008937,Fe28 C12,C3Fe7,"C,Fe",Pnma,62
17919,1526596,Pr2 Fe8 P24,Fe4P12Pr,"Fe,P,Pr",Im-3,204
17920,1510205,K4 Au4 Se4,AuKSe,"Au,K,Se",Cmcm,63
